"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000101188.5",625.086450586711,4.68988090674846,1.1415508151388,4.10834177905451,3.9851007071624e-05,0.0100981713937883
"ENSG00000101213.7",2612.55323666606,2.30380327540809,0.657783823469589,3.50237143755877,0.000461136266480774,0.0355686663832264
"ENSG00000101842.14",3227.28747822287,3.71326690208533,1.05746904458093,3.51146628935778,0.00044564197869807,0.0350547082827314
"ENSG00000103269.14",187.346036435756,2.41199390691443,0.655359089145899,3.68041573980134,0.000232853996428438,0.0247957794562532
"ENSG00000103355.13",123.949150450922,5.13626324347156,1.20132306311807,4.27550539997146,1.90704178344393e-05,0.00644321141821112
"ENSG00000103460.17",1036.15881292264,2.26290274607856,0.55524408834406,4.07550984077535,4.59136404675779e-05,0.010907099954523
"ENSG00000104369.5",395.323122685606,2.57254886569507,0.57976400514102,4.43723453488516,9.11219932835262e-06,0.00437497471963204
"ENSG00000104413.18",4019.38201047102,1.5921250583607,0.451070309498104,3.52966050931666,0.00041609322063489,0.03369000937608
"ENSG00000104827.12",15.7447742772922,6.50893241496436,1.86725989712816,3.48582027867416,0.000490630508232316,0.0366860249147371
"ENSG00000105219.10",54.1810605617529,3.402312093923,0.984466961957038,3.45599418304449,0.0005482671527329,0.0387711296352488
"ENSG00000105523.3",2522.2444633882,2.60416875155497,0.670213805958796,3.88557909192798,0.000102086249304377,0.0160864243512151
"ENSG00000106089.12",1727.73101138478,1.8816996151854,0.534198478833079,3.52247280691597,0.000427540900350512,0.0342120228651826
"ENSG00000106384.12",76.6724355149011,4.96752518569842,1.17058286337877,4.24363395459264,2.19928989547879e-05,0.00718744815121287
"ENSG00000106789.13",3192.88198888754,1.95568681490076,0.51299108218249,3.81232127190284,0.000137667772536871,0.0188377696550828
"ENSG00000107159.13",3557.91938355831,3.70216146204767,1.03610513700195,3.57315230842321,0.00035270946875745,0.0309019725893433
"ENSG00000108602.18",706.084644810094,4.00321732002857,0.962251958460747,4.16025894759649,3.17886970276234e-05,0.00884445613590719
"ENSG00000109255.11",490.774994256459,3.70111468339755,0.894828365059182,4.13611685538463,3.53232362055011e-05,0.00911972646449009
